symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2024-08-15 18:09:00+00:00,58368.37,58368.37,58305.0,58305.0,0.0,0.0,0.0
BTC/USD,2024-08-15 18:40:00+00:00,57802.3,57834.5,57796.875,57796.875,0.001682454,1.0,57834.5
BTC/USD,2024-08-15 18:41:00+00:00,57753.8595,57763.75,57739.81,57739.81,0.0,0.0,0.0
BTC/USD,2024-08-15 18:44:00+00:00,57998.2995,57998.2995,57998.2995,57998.2995,0.0,0.0,0.0
BTC/USD,2024-08-15 18:45:00+00:00,57935.049,57946.0,57917.915,57919.36,0.000839608,1.0,57946.0
BTC/USD,2024-08-15 18:46:00+00:00,57957.4275,57990.8075,57957.4275,57966.3095,0.0,0.0,0.0
BTC/USD,2024-08-15 18:47:00+00:00,57928.7,57962.4,57928.7,57944.295,9.8581e-05,1.0,57962.4
BTC/USD,2024-08-15 18:48:00+00:00,57898.5,57938.7115,57898.5,57938.7115,0.0,0.0,0.0
BTC/USD,2024-08-15 18:49:00+00:00,57886.75,57886.75,57886.75,57886.75,0.0,0.0,0.0
BTC/USD,2024-08-15 18:50:00+00:00,57816.8055,57816.8055,57816.8055,57816.8055,0.0,0.0,0.0
BTC/USD,2024-08-15 18:52:00+00:00,57762.18,57815.135,57762.18,57815.135,0.013617287,1.0,57762.18
BTC/USD,2024-08-15 18:54:00+00:00,57772.88,57858.095,57772.88,57844.8885,0.0,0.0,0.0
BTC/USD,2024-08-15 18:55:00+00:00,57880.156,57880.156,57880.156,57880.156,0.0,0.0,0.0
BTC/USD,2024-08-15 18:56:00+00:00,57884.5055,57884.5055,57884.5055,57884.5055,0.0,0.0,0.0
BTC/USD,2024-08-15 18:57:00+00:00,57905.085,57905.085,57905.085,57905.085,0.0,0.0,0.0
BTC/USD,2024-08-15 19:00:00+00:00,57882.2035,57882.2035,57805.074,57805.074,0.0,0.0,0.0
BTC/USD,2024-08-15 19:01:00+00:00,57847.81,57931.845,57847.81,57931.845,0.0,0.0,0.0
BTC/USD,2024-08-15 19:02:00+00:00,57907.25,57967.325,57907.25,57967.325,0.0,0.0,0.0
BTC/USD,2024-08-15 19:03:00+00:00,57941.192,57941.192,57847.2665,57847.2665,0.0,0.0,0.0
BTC/USD,2024-08-15 19:04:00+00:00,57798.828,57798.828,57798.828,57798.828,0.0,0.0,0.0
BTC/USD,2024-08-15 19:05:00+00:00,57688.4,57688.4,57663.35,57663.35,0.0001,1.0,57688.4
BTC/USD,2024-08-15 19:06:00+00:00,57691.9925,57696.5,57691.9925,57696.5,0.0,0.0,0.0
BTC/USD,2024-08-15 19:07:00+00:00,57718.805,57718.805,57701.195,57701.195,0.0,0.0,0.0
BTC/USD,2024-08-15 19:08:00+00:00,57757.545,57798.881,57719.85,57725.512,0.0,0.0,0.0
BTC/USD,2024-08-15 19:09:00+00:00,57707.935,57707.935,57646.215,57683.765,0.006749255,1.0,57667.94
BTC/USD,2024-08-15 19:10:00+00:00,57656.5015,57656.5015,57379.0,57451.545,0.020468613,7.0,57533.4897415187
BTC/USD,2024-08-15 19:11:00+00:00,57375.348523573,57375.348523573,57222.75,57242.81,0.05739227,4.0,57272.4091681465
BTC/USD,2024-08-15 19:12:00+00:00,57175.96,57175.96,57175.96,57175.96,0.0,0.0,0.0
BTC/USD,2024-08-15 19:13:00+00:00,57266.8,57277.796,57239.44,57277.796,0.008495666,1.0,57266.8
BTC/USD,2024-08-15 19:16:00+00:00,57202.995,57202.995,57169.8065,57169.8065,0.0,0.0,0.0
BTC/USD,2024-08-15 19:17:00+00:00,57167.7155,57249.2,57167.7155,57249.2,0.0,0.0,0.0
BTC/USD,2024-08-15 19:18:00+00:00,57206.45,57426.2,57206.45,57413.4475,0.02182958,2.0,57418.9598248638
BTC/USD,2024-08-15 19:19:00+00:00,57327.6355,57328.968,57304.585,57304.585,0.0,0.0,0.0
BTC/USD,2024-08-15 19:20:00+00:00,57228.37,57228.37,57223.243,57223.243,0.0,0.0,0.0
BTC/USD,2024-08-15 19:21:00+00:00,57346.5925,57346.5925,57220.692,57220.692,0.0,0.0,0.0
BTC/USD,2024-08-15 19:22:00+00:00,57287.334,57287.334,57245.317,57269.5645,0.000359237,1.0,57287.334
BTC/USD,2024-08-15 19:23:00+00:00,57342.9125,57342.9125,57342.9125,57342.9125,0.0,0.0,0.0
BTC/USD,2024-08-15 19:24:00+00:00,57307.53,57307.53,57307.53,57307.53,0.0,0.0,0.0
BTC/USD,2024-08-15 19:25:00+00:00,57216.5705,57273.4905,57216.5705,57273.4905,0.0,0.0,0.0
BTC/USD,2024-08-15 19:26:00+00:00,57218.0625,57271.785,57218.0625,57271.785,0.0,0.0,0.0
BTC/USD,2024-08-15 19:27:00+00:00,57156.5425,57156.5425,57156.5425,57156.5425,0.0,0.0,0.0
BTC/USD,2024-08-15 19:28:00+00:00,57108.8015,57108.8015,57108.8015,57108.8015,0.0,0.0,0.0
BTC/USD,2024-08-15 19:29:00+00:00,57038.97,57038.97,56882.7365,56956.8,0.002057823,3.0,56974.6453114602
BTC/USD,2024-08-15 19:30:00+00:00,56931.1385,57011.322,56870.218,57011.322,0.0,0.0,0.0
BTC/USD,2024-08-15 19:31:00+00:00,57115.52,57132.207,57115.52,57132.207,0.0,0.0,0.0
BTC/USD,2024-08-15 19:32:00+00:00,57150.56,57163.2485,57132.35,57136.3595,0.0017,1.0,57132.35
BTC/USD,2024-08-15 19:33:00+00:00,57130.464,57130.464,57101.23,57101.23,0.0,0.0,0.0
BTC/USD,2024-08-15 19:34:00+00:00,57075.0755,57075.0755,56949.26,56949.26,0.0,0.0,0.0
BTC/USD,2024-08-15 19:35:00+00:00,56919.635,56919.635,56897.994,56897.994,0.0,0.0,0.0
BTC/USD,2024-08-15 19:36:00+00:00,56791.59,56793.71,56741.454,56793.71,0.001560035,2.0,56755.2530190669
BTC/USD,2024-08-15 19:37:00+00:00,56785.9875,56817.9005,56725.2855,56817.9005,0.0,0.0,0.0
BTC/USD,2024-08-15 19:38:00+00:00,56900.416,56900.416,56789.85,56789.85,0.0,0.0,0.0
BTC/USD,2024-08-15 19:39:00+00:00,56723.68,56792.9695,56723.68,56792.9695,0.0,0.0,0.0
BTC/USD,2024-08-15 19:41:00+00:00,56975.1,56975.1,56861.23,56861.23,0.0,0.0,0.0
BTC/USD,2024-08-15 19:44:00+00:00,56977.7,56977.7,56910.189,56948.27,0.001024652,1.0,56977.7
BTC/USD,2024-08-15 19:45:00+00:00,57038.3765,57038.3765,56863.78,56863.78,0.170681588,1.0,57009.032
BTC/USD,2024-08-15 19:46:00+00:00,56872.1045,56963.53,56872.1045,56951.75,0.0,0.0,0.0
BTC/USD,2024-08-15 19:47:00+00:00,57011.4455,57251.15,57011.4455,57251.15,0.0,0.0,0.0
BTC/USD,2024-08-15 19:48:00+00:00,57134.84,57179.789,57134.84,57179.789,0.0,0.0,0.0
BTC/USD,2024-08-15 19:49:00+00:00,57221.64,57221.64,57190.4235,57190.4235,0.0,0.0,0.0
BTC/USD,2024-08-15 19:50:00+00:00,57199.189,57219.65,57187.32,57187.32,0.003060959,1.0,57219.65
BTC/USD,2024-08-15 19:51:00+00:00,57223.6,57223.6,56912.0975,56912.0975,0.01934658,3.0,57040.6264305786
BTC/USD,2024-08-15 19:52:00+00:00,56974.176,57201.5235,56974.176,57201.5235,0.0,0.0,0.0
BTC/USD,2024-08-15 19:53:00+00:00,57228.493,57228.493,57186.55,57186.55,0.001707983,1.0,57228.493
BTC/USD,2024-08-15 19:54:00+00:00,57124.1815,57203.01,57124.1815,57171.0715,0.010254267,2.0,57192.9444861685
BTC/USD,2024-08-15 19:55:00+00:00,57197.4075,57197.4075,57197.4075,57197.4075,0.0,0.0,0.0
BTC/USD,2024-08-15 19:56:00+00:00,57134.1495,57164.385,57134.1495,57164.385,0.0,0.0,0.0
BTC/USD,2024-08-15 19:58:00+00:00,57107.65,57141.58,57107.65,57141.58,0.0,0.0,0.0
BTC/USD,2024-08-15 19:59:00+00:00,57116.2365,57116.2365,57054.445,57054.445,0.0,0.0,0.0
BTC/USD,2024-08-15 20:00:00+00:00,57090.5025,57093.831,57044.4,57093.831,0.0,0.0,0.0
BTC/USD,2024-08-15 20:06:00+00:00,57047.385,57136.702,57047.385,57104.149,0.0,0.0,0.0
BTC/USD,2024-08-15 20:07:00+00:00,57115.79,57115.79,57023.35,57023.35,0.0,0.0,0.0
BTC/USD,2024-08-15 20:08:00+00:00,56873.449131513,56873.449131513,56843.045,56861.827,0.02,1.0,56873.449131513
BTC/USD,2024-08-15 20:09:00+00:00,56898.034,56898.034,56898.034,56898.034,0.0,0.0,0.0
BTC/USD,2024-08-15 20:10:00+00:00,56927.2,56927.2,56927.2,56927.2,0.0,0.0,0.0
BTC/USD,2024-08-15 20:11:00+00:00,56906.92,56906.92,56888.705,56888.705,0.0,0.0,0.0
BTC/USD,2024-08-15 20:14:00+00:00,57099.48,57106.975,57073.707,57106.975,0.000272657,1.0,57099.48
BTC/USD,2024-08-15 20:18:00+00:00,56972.8275,56972.8275,56972.8275,56972.8275,0.0,0.0,0.0
BTC/USD,2024-08-15 20:19:00+00:00,56943.535,56943.535,56930.5,56930.5,0.00341834,1.0,56930.5
BTC/USD,2024-08-15 20:20:00+00:00,56979.1,56979.1,56940.0365,56963.55,0.005259754,1.0,56979.1
BTC/USD,2024-08-15 20:22:00+00:00,56940.21,56940.21,56864.15,56864.15,0.0,0.0,0.0
BTC/USD,2024-08-15 20:23:00+00:00,56887.8,56892.414,56864.15,56892.414,0.011973172,1.0,56887.8
BTC/USD,2024-08-15 20:24:00+00:00,56863.2825,56863.2825,56863.2825,56863.2825,0.0,0.0,0.0
BTC/USD,2024-08-15 20:25:00+00:00,56867.337,56867.337,56812.073,56812.073,0.0,0.0,0.0
BTC/USD,2024-08-15 20:26:00+00:00,56839.8,56864.993,56839.8,56864.993,0.0,0.0,0.0
BTC/USD,2024-08-15 20:27:00+00:00,56915.17,56999.407,56915.17,56944.105,0.0,0.0,0.0
BTC/USD,2024-08-15 20:29:00+00:00,56930.605,56930.605,56930.605,56930.605,0.0,0.0,0.0
BTC/USD,2024-08-15 20:30:00+00:00,56865.2845,56865.2845,56865.2845,56865.2845,0.0,0.0,0.0
BTC/USD,2024-08-15 20:31:00+00:00,56888.713,56916.528,56888.713,56916.528,0.0,0.0,0.0
BTC/USD,2024-08-15 20:33:00+00:00,56950.475,56950.475,56950.475,56950.475,0.0,0.0,0.0
BTC/USD,2024-08-15 20:34:00+00:00,56923.335,56923.335,56884.185,56884.185,0.0,0.0,0.0
BTC/USD,2024-08-15 20:36:00+00:00,56898.9195,56898.9195,56830.62,56830.62,0.0,0.0,0.0
BTC/USD,2024-08-15 20:39:00+00:00,56800.1965,56800.1965,56800.1965,56800.1965,0.0,0.0,0.0
BTC/USD,2024-08-15 20:40:00+00:00,56799.125,56799.125,56775.005,56775.005,0.0,0.0,0.0
BTC/USD,2024-08-15 20:41:00+00:00,56802.3,56816.64,56775.005,56816.64,0.000856513,1.0,56802.3
BTC/USD,2024-08-15 20:42:00+00:00,56798.7305,56798.7305,56798.7305,56798.7305,0.0,0.0,0.0
BTC/USD,2024-08-15 20:44:00+00:00,56829.7,56863.708,56829.7,56863.708,0.0,0.0,0.0
BTC/USD,2024-08-15 20:45:00+00:00,56823.92,56886.195,56823.92,56886.195,0.0,0.0,0.0
BTC/USD,2024-08-15 20:46:00+00:00,56916.576,56916.576,56916.576,56916.576,0.0,0.0,0.0
BTC/USD,2024-08-15 20:48:00+00:00,56884.045,56884.045,56884.045,56884.045,0.0,0.0,0.0
BTC/USD,2024-08-15 20:51:00+00:00,56773.244,56773.244,56773.244,56773.244,0.0,0.0,0.0
BTC/USD,2024-08-15 20:52:00+00:00,56729.115,56729.115,56729.115,56729.115,0.0,0.0,0.0
BTC/USD,2024-08-15 20:54:00+00:00,56707.53,56707.53,56707.53,56707.53,0.0,0.0,0.0
BTC/USD,2024-08-15 20:55:00+00:00,56622.23,56622.23,56250.0,56250.0,0.008880632,6.0,56513.1848940779
BTC/USD,2024-08-15 20:56:00+00:00,56168.27,56377.735,56163.38,56377.735,0.0,0.0,0.0
BTC/USD,2024-08-15 20:57:00+00:00,56415.3,56415.3,56356.22,56356.22,0.003104602,1.0,56415.3
BTC/USD,2024-08-15 20:58:00+00:00,56362.5995,56385.0815,56362.5995,56385.0815,0.0,0.0,0.0
BTC/USD,2024-08-15 20:59:00+00:00,56411.7735,56537.1045,56411.7735,56537.1045,0.0,0.0,0.0
BTC/USD,2024-08-15 21:00:00+00:00,56661.8465,56742.205,56661.8465,56742.205,0.0,0.0,0.0
BTC/USD,2024-08-15 21:01:00+00:00,56801.4,56801.4,56801.4,56801.4,0.0,0.0,0.0
BTC/USD,2024-08-15 21:02:00+00:00,56873.874,56896.3225,56793.89,56793.89,0.0,0.0,0.0
BTC/USD,2024-08-15 21:03:00+00:00,56698.9545,56698.9545,56665.371,56665.371,0.0,0.0,0.0
BTC/USD,2024-08-15 21:04:00+00:00,56697.327,56697.327,56697.327,56697.327,0.0,0.0,0.0
BTC/USD,2024-08-15 21:05:00+00:00,56828.26,56828.26,56828.26,56828.26,0.0,0.0,0.0
BTC/USD,2024-08-15 21:06:00+00:00,56879.955,56879.955,56879.955,56879.955,0.0,0.0,0.0
BTC/USD,2024-08-15 21:07:00+00:00,56936.3355,56936.3355,56936.3355,56936.3355,0.0,0.0,0.0
BTC/USD,2024-08-15 21:10:00+00:00,56858.8755,56858.8755,56858.8755,56858.8755,0.0,0.0,0.0
BTC/USD,2024-08-15 21:11:00+00:00,56871.06,56941.7225,56871.06,56941.7225,0.0,0.0,0.0
BTC/USD,2024-08-15 21:12:00+00:00,56959.753,56959.753,56938.457,56954.06,0.003416585,1.0,56959.753
BTC/USD,2024-08-15 21:13:00+00:00,56973.735,56973.735,56973.735,56973.735,0.0,0.0,0.0
BTC/USD,2024-08-15 21:14:00+00:00,56986.128,56986.128,56986.128,56986.128,0.0,0.0,0.0
BTC/USD,2024-08-15 21:15:00+00:00,56945.0,56945.0,56945.0,56945.0,0.0,0.0,0.0
BTC/USD,2024-08-15 21:17:00+00:00,56897.66,56897.66,56851.765,56851.765,0.001739141,2.0,56896.6497311374
BTC/USD,2024-08-15 21:22:00+00:00,56898.744,56902.995,56898.744,56902.995,0.0,0.0,0.0
BTC/USD,2024-08-15 21:26:00+00:00,57001.38,57001.38,56989.046,56989.046,0.0001,1.0,57001.38
BTC/USD,2024-08-15 21:29:00+00:00,57079.1965,57100.645,57079.1965,57100.645,0.0,0.0,0.0
BTC/USD,2024-08-15 21:32:00+00:00,57027.154,57027.154,57027.154,57027.154,0.0,0.0,0.0
BTC/USD,2024-08-15 21:37:00+00:00,57101.92,57101.92,57060.03,57060.03,0.17040394,1.0,57101.92
BTC/USD,2024-08-15 21:38:00+00:00,57208.0,57372.6,57174.435,57372.6,0.006038122,1.0,57208.0
BTC/USD,2024-08-15 21:40:00+00:00,57325.0,57325.0,57325.0,57325.0,0.0,0.0,0.0
BTC/USD,2024-08-15 21:41:00+00:00,57252.65,57252.65,57167.9,57167.9,0.0,0.0,0.0
BTC/USD,2024-08-15 21:42:00+00:00,57241.5285,57241.5285,57170.7065,57170.7065,0.0,0.0,0.0
BTC/USD,2024-08-15 21:43:00+00:00,57168.78,57168.78,57168.78,57168.78,0.0,0.0,0.0
BTC/USD,2024-08-15 21:45:00+00:00,57187.2235,57187.2235,57187.2235,57187.2235,0.0,0.0,0.0
BTC/USD,2024-08-15 21:46:00+00:00,57261.56,57261.56,57261.56,57261.56,0.0,0.0,0.0
BTC/USD,2024-08-15 21:47:00+00:00,57259.06,57259.06,57259.06,57259.06,0.0,0.0,0.0
BTC/USD,2024-08-15 21:49:00+00:00,57261.852,57261.852,57261.852,57261.852,0.0,0.0,0.0
BTC/USD,2024-08-15 21:54:00+00:00,57370.3445,57370.3445,57370.3445,57370.3445,0.0,0.0,0.0
BTC/USD,2024-08-15 21:57:00+00:00,57498.715,57498.715,57498.715,57498.715,0.0,0.0,0.0
BTC/USD,2024-08-15 21:58:00+00:00,57561.472,57561.472,57561.472,57561.472,0.0,0.0,0.0
